,Company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacturing_year
4417,MarutiSuzuki,Wagon R VXI,300000.0,80000,Petrol,Manual,2nd Owner,2016
4418,Mercedes-Benz,C-Class C 220,620000.0,98000,Diesel,Automatic,2nd Owner,2010
4419,MarutiSuzuki,Wagon R LXI,198000.0,200000,Petrol,Manual,3rd Owner,2007
4420,MarutiSuzuki,Swift VDI,325000.0,140000,Diesel,Manual,2nd Owner,2012
4421,Volkswagen,Vento 1.5 TDI,360000.0,100000,Diesel,Manual,2nd Owner,2014
4422,MarutiSuzuki,Eeco 5 Seater,229999.99999999997,168000,Petrol,Manual,3rd Owner,2012
4423,Kia,Seltos HTX IVT,1500000.0,25000,Petrol,Automatic,1st Owner,2021
4424,MarutiSuzuki,Alto LX BSIII,110000.00000000001,120000,Petrol,Manual,4th Owner,2009
4425,Honda,Amaze E i-VTEC,445000.0,30000,Petrol,Manual,2nd Owner,2017
4426,MarutiSuzuki,Alto LX,136000.0,100000,Petrol,Manual,1st Owner,2011
4427,Nissan,Micra Active XL,250000.0,80000,Petrol,Manual,1st Owner,2016
4428,Honda,City i VTEC,1000000.0,50000,Petrol,Manual,1st Owner,2016
4429,MarutiSuzuki,Eeco CNG 5,290000.0,40000,Cng,Manual,1st Owner,2021
4430,Chevrolet,Spark 1.0 LS,55000.0,100000,Petrol,Manual,4th Owner,2009
4431,MarutiSuzuki,Wagon R VXI,300000.0,166000,Petrol,Manual,1st Owner,2015
4432,MarutiSuzuki,Alto 800 LXI,185000.0,74000,Petrol,Manual,1st Owner,2014
4433,Honda,BR-V i-VTEC E,700000.0,80000,Petrol,Manual,1st Owner,2017
4434,Renault,Duster 85PS Diesel,650000.0,60000,Diesel,Manual,2nd Owner,2019
4435,MarutiSuzuki,Eeco 7 Seater,409999.99999999994,50000,Petrol,Manual,2nd Owner,2020
4436,Mercedes-Benz,E-Class E 200,1000000.0,70000,Petrol,Automatic,2nd Owner,2011
4437,MarutiSuzuki,Wagon R LXI,220000.00000000003,73000,Petrol,Manual,2nd Owner,2010
4438,Hyundai,i20 1.2 Asta,650000.0,70000,Petrol,Manual,1st Owner,2018
4439,MarutiSuzuki,Ertiga LXI CNG,385000.0,120000,Cng,Manual,3rd Owner,2014
4440,MG,Hector Sharp DCT,1700000.0,40000,Petrol,Automatic,1st Owner,2021
4441,Hyundai,i20 1.2 Asta,675000.0,50000,Petrol,Manual,1st Owner,2018
4442,Honda,Amaze SX i-DTEC,470000.0,70000,Diesel,Manual,2nd Owner,2015
4443,MarutiSuzuki,Ciaz ZDi Plus,590000.0,70000,Diesel,Manual,2nd Owner,2015
4444,Honda,City 1.5 V,350000.0,92000,Petrol,Automatic,2nd Owner,2010
4445,Hyundai,Grand i10 Magna,411000.00000000006,60000,Petrol,Manual,1st Owner,2015
4446,Skoda,Superb Petrol Ambition,400000.0,45000,Petrol,Manual,3rd Owner,2012
4447,Tata,Manza Aura (ABS),135000.0,58000,Diesel,Manual,3rd Owner,2009
4448,MarutiSuzuki,Wagon R VXI,311000.0,90000,Petrol,Manual,1st Owner,2013
4449,Tata,Hexa XM Plus,1350000.0,35000,Diesel,Manual,2nd Owner,2019
4450,Audi,A6 3.0 TDI,550000.0,80000,Diesel,Automatic,4th Owner,2010
4451,Hyundai,Grand i10 Sportz,289000.0,80000,Petrol,Manual,2nd Owner,2014
4452,Hyundai,Elantra SX,341000.0,200000,Petrol,Manual,2nd Owner,2012
4453,Hyundai,Grand i10 Sportz,350000.0,80000,Petrol,Manual,2nd Owner,2015
4454,Chevrolet,Beat LT,170000.0,40000,Petrol,Manual,1st Owner,2011
4455,Hyundai,Verna SX Opt,1550000.0,32000,Diesel,Automatic,1st Owner,2021
4456,MarutiSuzuki,Wagon R LXI,175000.0,70000,Petrol,Manual,2nd Owner,2009
4457,Mahindra,KUV 100 NXT,320000.0,80000,Diesel,Manual,2nd Owner,2017
4458,MarutiSuzuki,Swift Dzire VXI,700000.0,60000,Petrol,Manual,1st Owner,2021
4459,MarutiSuzuki,Swift 1.3 VXi,160000.0,130000,Petrol,Manual,4th Owner,2008
4460,MarutiSuzuki,Eeco 5 STR,130000.0,100000,Cng,Manual,4th Owner,2010
4461,MarutiSuzuki,Swift Dzire VXi,250000.0,80000,Petrol,Manual,2nd Owner,2009
4462,Nissan,Micra XV CVT,308000.0,80000,Petrol,Automatic,3rd Owner,2017
4463,Hyundai,i20 Sportz,750000.0,30000,Petrol,Manual,1st Owner,2020
4464,Hyundai,i20 1.2 Spotz,600000.0,30000,Petrol,Manual,1st Owner,2018
4465,MarutiSuzuki,Wagon R VXI,250000.0,90000,Petrol,Manual,2nd Owner,2011
4466,Toyota,Corolla Altis 1.8,145000.0,120000,Petrol,Manual,4th Owner,2008
4467,MarutiSuzuki,Ertiga SHVS VDI,700000.0,157000,Diesel,Manual,1st Owner,2017
4468,MarutiSuzuki,Wagon R VXI,425000.0,50000,Petrol,Manual,3rd Owner,2020
4469,Tata,Nano LX SE,60000.0,15000,Petrol,Manual,2nd Owner,2012
4470,MarutiSuzuki,Ertiga VXI,425000.0,90000,Petrol,Manual,4th Owner,2013
4471,Renault,Pulse RxL,190000.0,111000,Diesel,Manual,2nd Owner,2013
4472,Tata,Indica Aqua 1.3,150000.0,120000,Diesel,Manual,1st Owner,2011
4473,MarutiSuzuki,Eeco CNG HTR,351000.0,90000,Cng,Manual,4th Owner,2016
4474,Toyota,Fortuner 4x2 AT,1500000.0,40000,Diesel,Automatic,2nd Owner,2014
4475,Tata,Tiago 1.2 Revotron,425000.0,110000,Petrol,Manual,1st Owner,2018
4476,Ford,Endeavour 3.0 4x4,580000.0,210000,Diesel,Manual,1st Owner,2008
4477,Hyundai,Grand i10 1.2,575000.0,80000,Cng,Manual,2nd Owner,2019
4478,MarutiSuzuki,Swift Dzire VXI,399000.0,100000,Petrol,Manual,3rd Owner,2013
4479,MarutiSuzuki,Swift Dzire VDi,325000.0,198000,Diesel,Manual,2nd Owner,2011
4480,MarutiSuzuki,Alto K10 VXI,350000.0,70000,Petrol,Manual,1st Owner,2019
4481,Tata,Nexon 1.2 Revotron,750000.0,100000,Petrol,Manual,1st Owner,2020
4482,MarutiSuzuki,Alto 800 CNG,235000.0,50000,Cng,Manual,2nd Owner,2016
4483,Hyundai,i20 Era 1.2,380000.0,90000,Petrol,Manual,1st Owner,2014
4484,Honda,City 1.5 V,275000.0,120000,Petrol,Manual,4th Owner,2011
4485,MarutiSuzuki,Alto LXi,151000.0,90000,Petrol,Manual,3rd Owner,2012
4486,Hyundai,Santro AT,100000.0,68000,Petrol,Automatic,2nd Owner,2002
4487,MarutiSuzuki,A-Star Vxi,165000.0,100000,Petrol,Manual,2nd Owner,2010
4488,Mercedes-Benz,C-Class 220 CDI,1200000.0,68551,Diesel,Automatic,1st Owner,2013
4489,Renault,KWID RXT,450000.0,20000,Petrol,Manual,1st Owner,2021
4490,Hyundai,Santro Xing GL,250000.0,100000,Petrol,Manual,2nd Owner,2014
4491,Hyundai,Santro Xing GLS,160000.0,90000,Petrol,Manual,3rd Owner,2008
4492,MarutiSuzuki,Wagon R LXI,180000.0,90000,Cng,Manual,2nd Owner,2010
4493,Hyundai,Verna 1.6 Xi,200000.0,100000,Petrol,Manual,1st Owner,2009
4494,MarutiSuzuki,Wagon R VXI,350000.0,83000,Petrol,Manual,2nd Owner,2015
4495,MarutiSuzuki,Ertiga VDI,450000.0,120000,Diesel,Manual,2nd Owner,2014
4496,Volvo,V40 Cross Country,1300000.0,50000,Diesel,Automatic,2nd Owner,2014
4497,Hyundai,Grand i10 1.2,450000.0,80000,Petrol,Manual,3rd Owner,2018
4498,Toyota,Qualis FS B1,175000.0,120000,Diesel,Manual,3rd Owner,2001
4499,MarutiSuzuki,Wagon R LX,125000.0,60000,Petrol,Manual,2nd Owner,2007
4500,Toyota,Fortuner 2.8 2WD,2701000.0,114000,Diesel,Manual,1st Owner,2017
4501,MarutiSuzuki,Swift VXI,680000.0,17000,Petrol,Manual,1st Owner,2021
4502,MarutiSuzuki,Vitara Brezza ZDi,775000.0,72000,Diesel,Manual,1st Owner,2016
4503,Mahindra,Scorpio 1.99 S10,1000000.0,75000,Diesel,Manual,2nd Owner,2016
4504,Hyundai,i20 Asta Option,819999.9999999999,30000,Petrol,Automatic,1st Owner,2020
4505,Hyundai,Creta SX Opt,1775000.0,60000,Diesel,Automatic,1st Owner,2020
4506,Honda,Amaze V CVT,875000.0,50000,Diesel,Automatic,1st Owner,2019
4507,Honda,Amaze VX CVT,925000.0,12000,Petrol,Automatic,1st Owner,2022
4508,MarutiSuzuki,Swift VXI Optional,575000.0,67000,Petrol,Manual,1st Owner,2017
4509,Ford,Ecosport 1.5 Diesel,1050000.0,50000,Diesel,Manual,1st Owner,2020
4510,MarutiSuzuki,Ciaz ZDi Plus,675000.0,97000,Diesel,Manual,1st Owner,2016
4511,Mahindra,Thar LX 4-Str,1650000.0,17000,Diesel,Automatic,1st Owner,2021
4512,Mahindra,XUV300 W8 Option,1050000.0,65000,Diesel,Manual,1st Owner,2020
4513,Toyota,Innova 2.5 GX,825000.0,137000,Diesel,Manual,2nd Owner,2015
4514,Mahindra,Bolero Power Plus,750000.0,48000,Diesel,Manual,1st Owner,2017
4515,MarutiSuzuki,Swift Dzire VXI,675000.0,13000,Petrol,Manual,1st Owner,2020
4516,MG,Hector Sharp Diesel,1775000.0,52000,Diesel,Manual,1st Owner,2021
4517,Hyundai,Creta 1.6 CRDi,975000.0,68000,Diesel,Manual,2nd Owner,2017
4518,Mahindra,XUV300 W8 Option,1025000.0,82000,Diesel,Manual,1st Owner,2019
4519,Renault,Koleos 4X4 MT,620000.0,120000,Diesel,Manual,1st Owner,2016
4520,Honda,City EXi,290000.0,120000,Petrol,Manual,2nd Owner,2008
4521,Hyundai,i20 Asta Option,690000.0,65000,Diesel,Manual,1st Owner,2017
4522,Toyota,Fortuner 2.8 4WD,3700000.0,67000,Diesel,Automatic,1st Owner,2019
4523,MarutiSuzuki,Ciaz ZDi Plus,725000.0,79000,Diesel,Manual,1st Owner,2017
4524,Hyundai,Creta SX Opt,1850000.0,9000,Diesel,Manual,1st Owner,2021
4525,MarutiSuzuki,Swift Dzire VDI,730000.0,64000,Diesel,Manual,1st Owner,2018
4526,BMW,X1 sDrive20d Expedition,3200000.0,18000,Diesel,Automatic,1st Owner,2020
4527,Kia,Seltos HTX Plus,1825000.0,38000,Diesel,Manual,1st Owner,2022
4528,Hyundai,Verna CRDi 1.6,890000.0,84000,Diesel,Manual,1st Owner,2018
4529,Toyota,Fortuner 2.8 2WD,2900000.0,95000,Diesel,Automatic,1st Owner,2017
4530,Honda,Amaze VX i,790000.0,51000,Diesel,Manual,1st Owner,2018
4531,Toyota,Innova Crysta 2.4,2100000.0,90000,Diesel,Manual,2nd Owner,2019
4532,MarutiSuzuki,Swift DDiS LDI,600000.0,65000,Diesel,Manual,1st Owner,2019
4533,Hyundai,i20 Asta Option,700000.0,69000,Diesel,Manual,1st Owner,2016
4534,Tata,Harrier XZA Plus,2100000.0,40000,Diesel,Automatic,1st Owner,2020
4535,Hyundai,Verna 1.6 CRDI,975000.0,75000,Diesel,Automatic,1st Owner,2017
4536,Hyundai,Grand i10 1.2,550000.0,65000,Petrol,Manual,1st Owner,2018
4537,Honda,City i-VTEC V,950000.0,43000,Petrol,Manual,1st Owner,2019
4538,Hyundai,Creta SX Opt,1800000.0,23000,Diesel,Manual,1st Owner,2021
4539,Honda,Amaze VX i-VTEC,740000.0,27000,Petrol,Manual,1st Owner,2019
4540,Ford,Endeavour 3.2 Titanium,2350000.0,86000,Diesel,Automatic,1st Owner,2016
4541,MarutiSuzuki,Ertiga ZXI,1040000.0,83000,Petrol,Manual,1st Owner,2019
4542,Hyundai,Verna 1.6 SX,650000.0,44000,Petrol,Automatic,2nd Owner,2014
4543,Ford,Endeavour 2.2 Titanium,2750000.0,110000,Diesel,Automatic,1st Owner,2018
4544,Tata,Harrier XZA Plus,2100000.0,39000,Diesel,Automatic,1st Owner,2020
4545,MarutiSuzuki,Alto 800 LXI,365000.0,18000,Petrol,Manual,1st Owner,2019
4546,Hyundai,Creta 1.6 CRDi,1190000.0,91000,Diesel,Automatic,1st Owner,2017
4547,MarutiSuzuki,Eeco 5 Seater,358000.0,104911,Petrol,Manual,1st Owner,2019
4548,Hyundai,Grand i10 1.2,455000.0,127509,Petrol,Manual,1st Owner,2017
4549,MarutiSuzuki,Alto 800 LXI,328000.0,29353,Petrol,Manual,1st Owner,2019
4550,Renault,Kiger RXZ Turbo,810000.0,42859,Petrol,Manual,1st Owner,2021
4551,MarutiSuzuki,Ertiga VXI CNG,652000.0,106785,Cng,Manual,1st Owner,2017
4552,MarutiSuzuki,Ertiga ZXI,409000.0,93703,Petrol,Manual,4th Owner,2013
4553,Honda,City i DTEC,529000.0,111474,Diesel,Manual,2nd Owner,2015
4554,Honda,Jazz 1.2 S,488000.0,77038,Petrol,Automatic,2nd Owner,2015
4555,MarutiSuzuki,Ignis Sigma,483000.0,13945,Petrol,Manual,1st Owner,2021
4556,MG,Hector Sharp DCT,1614999.9999999998,30106,Petrol,Automatic,1st Owner,2019
4557,MarutiSuzuki,Swift Dzire VXI,615000.0,84798,Petrol,Manual,1st Owner,2020
4558,Honda,City i DTec,680000.0,92696,Diesel,Manual,2nd Owner,2017
4559,Ford,Ikon 1.3 Flair,87256.0,80044,Petrol,Manual,1st Owner,2009
4560,Hyundai,Santro Xing GL,239000.0,51974,Petrol,Manual,1st Owner,2014
4561,Renault,Fluence Diesel E4,363000.0,152000,Diesel,Manual,2nd Owner,2013
4562,Hyundai,Santro Xing GLS,184000.0,84508,Petrol,Manual,3rd Owner,2014
4563,BMW,X1 sDrive20d,1050000.0,100265,Diesel,Automatic,2nd Owner,2014
4564,Hyundai,i20 1.2 Asta,568000.0,69475,Petrol,Manual,2nd Owner,2018
4565,Honda,City i VTEC,657000.0,79165,Petrol,Automatic,2nd Owner,2015
4566,Toyota,Etios Liva G,214000.0,138094,Petrol,Manual,2nd Owner,2011
4567,Hyundai,i20 1.2 Magna,518000.0,43993,Petrol,Manual,2nd Owner,2018
4568,Mahindra,XUV500 W8 2WD,491000.0,77494,Diesel,Manual,2nd Owner,2012
4569,MarutiSuzuki,Alto 800 LXI,299000.0,33880,Petrol,Manual,1st Owner,2019
4570,Hyundai,i10 Magna 1.1L,223000.0,98223,Petrol,Manual,2nd Owner,2012
4571,Hyundai,Verna 1.6 SX,416000.0,90387,Diesel,Manual,1st Owner,2012
4572,Tata,Tiago 1.2 Revotron,404000.0,80176,Petrol,Manual,1st Owner,2018
4573,Renault,KWID RXL,237000.0,72685,Petrol,Manual,1st Owner,2016
4574,MarutiSuzuki,Wagon R LXI,239000.0,42090,Petrol,Manual,1st Owner,2013
4575,Renault,Duster 110PS Diesel,350000.0,111332,Diesel,Manual,2nd Owner,2013
4576,MG,Hector Sharp Diesel,1568000.0,32744,Diesel,Manual,2nd Owner,2019
4577,Nissan,Micra XL,206999.99999999997,47910,Petrol,Manual,3rd Owner,2011
4578,MarutiSuzuki,Wagon R VXI,273000.0,98466,Petrol,Manual,1st Owner,2014
4579,MarutiSuzuki,Wagon R VXI,166000.0,81929,Petrol,Manual,3rd Owner,2011
4580,Hyundai,Verna 1.6 SX,381000.0,56538,Diesel,Manual,2nd Owner,2011
4581,Renault,KWID 1.0 RXL,269000.0,61432,Petrol,Manual,1st Owner,2018
4582,Hyundai,Santro Xing GL,174000.0,87733,Petrol,Manual,3rd Owner,2012
4583,Tata,Zest Revotron 1.2T,241000.0,112991,Petrol,Manual,3rd Owner,2015
4584,MarutiSuzuki,Swift Dzire VDI,298000.0,124628,Diesel,Manual,2nd Owner,2012
4585,Toyota,Innova 2.5 VX,957000.0,83233,Diesel,Manual,1st Owner,2015
4586,MarutiSuzuki,Ignis 1.2 Zeta,483000.0,73140,Petrol,Manual,1st Owner,2017
4587,Hyundai,i20 1.2 Magna,244000.0,111437,Petrol,Manual,2nd Owner,2012
4588,Nissan,Sunny Diesel XV,258000.0,174529,Diesel,Manual,2nd Owner,2013
4589,Hyundai,i10 Era,174000.0,78755,Petrol,Manual,4th Owner,2011
4590,Hyundai,Verna VTVT 1.4,675000.0,35336,Petrol,Manual,1st Owner,2018
4591,Renault,KWID Climber 1.0,429000.0,11755,Petrol,Automatic,1st Owner,2019
4592,MarutiSuzuki,Wagon R LXI,134000.0,95891,Petrol,Manual,3rd Owner,2010
4593,MarutiSuzuki,Baleno 1.3 Zeta,599000.0,76502,Diesel,Manual,2nd Owner,2018
4594,MarutiSuzuki,Swift Dzire VXI,658000.0,29526,Petrol,Manual,2nd Owner,2021
4595,Hyundai,i20 Magna,277000.0,59650,Petrol,Manual,2nd Owner,2012
4596,Hyundai,Getz 1.1 GVS,95157.0,122236,Petrol,Manual,5th Owner,2009
4597,MarutiSuzuki,SX4 S Cross,758000.0,44641,Diesel,Manual,1st Owner,2018
4598,Skoda,Superb Elegance 1.8,308000.0,77613,Petrol,Automatic,3rd Owner,2010
4599,Honda,City i VTEC,683000.0,61687,Petrol,Automatic,2nd Owner,2015
4600,Mercedes-Benz,CLA 200 CDI,1636000.0,144496,Diesel,Automatic,1st Owner,2016
4601,Honda,Brio EX MT,211000.0,149636,Petrol,Manual,3rd Owner,2013
4602,MarutiSuzuki,Alto 800 LXI,199000.0,95489,Petrol,Manual,1st Owner,2015
4603,Hyundai,Accent Executive,138000.0,155835,Petrol,Manual,4th Owner,2011
4604,MarutiSuzuki,Swift VXI,548000.0,51371,Petrol,Manual,1st Owner,2019
4605,Jeep,Compass 2.0 Limited,1287000.0,57400,Diesel,Manual,1st Owner,2018
4606,Ford,Figo Diesel Titanium,156000.0,146439,Diesel,Manual,1st Owner,2011
4607,Honda,City 1.5 V,401000.0,69733,Petrol,Manual,1st Owner,2011
4608,Hyundai,Xcent Prime T,419000.00000000006,92124,Cng,Manual,2nd Owner,2018
4609,MarutiSuzuki,Wagon R LXI,90698.0,85191,Petrol,Manual,3rd Owner,2008
4610,Volkswagen,Polo 1.2 MPI,297000.0,157151,Petrol,Manual,2nd Owner,2014
4611,Renault,KWID RXT Optional,335000.0,28691,Petrol,Manual,1st Owner,2018
4612,Fiat,Linea T Jet,120000.0,81350,Petrol,Manual,3rd Owner,2011
4613,Volvo,XC60 D5 Summum,1556000.0,126553,Diesel,Automatic,1st Owner,2013
4614,Nissan,Terrano XL Plus,416000.0,86019,Diesel,Manual,2nd Owner,2014
4615,MarutiSuzuki,Swift VXI,568000.0,22511,Petrol,Manual,1st Owner,2020
4616,Hyundai,Grand i10 CRDi,424000.0,61893,Diesel,Manual,2nd Owner,2017
4617,MarutiSuzuki,Ertiga ZDI,555000.0,114892,Diesel,Manual,2nd Owner,2015
4618,Hyundai,Verna VTVT 1.6,771000.0,50720,Petrol,Manual,1st Owner,2019
4619,BMW,2 Series 220i,4000000.0,18000,Petrol,Automatic,1st Owner,2021
4620,Skoda,Kushaq 1.0 TSI,1675000.0,16000,Petrol,Automatic,1st Owner,2022
4621,MarutiSuzuki,Eeco 5 Seater,415000.00000000006,80000,Petrol,Manual,2nd Owner,2020
4622,Honda,WR-V i-VTEC VX,900000.0,17000,Petrol,Manual,1st Owner,2019
4623,Lexus,NX 300h,4200000.0,111000,Petrol,Automatic,1st Owner,2018
4624,Mercedes-Benz,M-Class ML 250,2850000.0,38000,Diesel,Automatic,2nd Owner,2015
4625,MarutiSuzuki,Ertiga SHVS VDI,771000.0,71000,Diesel,Manual,1st Owner,2017
4626,Honda,Amaze V Petrol,600000.0,36500,Petrol,Manual,1st Owner,2017
4627,Mahindra,XUV500 W8 AWD,590000.0,77000,Diesel,Manual,1st Owner,2013
4628,Hyundai,i20 1.4 Asta,711000.0,68000,Diesel,Manual,1st Owner,2017
4629,MarutiSuzuki,Swift Dzire VDi,229999.99999999997,110000,Diesel,Manual,2nd Owner,2010
4630,Hyundai,Xcent 1.2 CRDi,550000.0,65000,Diesel,Manual,1st Owner,2018
4631,Honda,BR-V i-DTEC V,750000.0,77000,Diesel,Manual,2nd Owner,2017
4632,Hyundai,Grand i10 Asta,450000.0,60000,Petrol,Manual,1st Owner,2015
4633,Tata,Tiago XTA AMT,610000.0,2640,Petrol,Automatic,1st Owner,2002
4634,Ford,Fiesta Petrol Titanium,229999.99999999997,60000,Petrol,Manual,3rd Owner,2011
4635,Fiat,Punto 1.2 Active,160000.0,80000,Petrol,Manual,1st Owner,2014
4636,Skoda,Octavia 2.0 TDI,930000.0000000001,120000,Diesel,Automatic,3rd Owner,2016
4637,Chevrolet,Spark 1.0 LT,56000.0,80000,Petrol,Manual,2nd Owner,2009
4638,Hyundai,Santro Xing XE,100000.0,25000,Petrol,Manual,1st Owner,2007
4639,Honda,Amaze SX i-DTEC,320000.0,90000,Diesel,Manual,2nd Owner,2014
4640,MarutiSuzuki,Swift 1.3 LXI,215000.0,30130,Petrol,Manual,2nd Owner,2006
4641,Hyundai,Verna SX Opt,1550000.0,32000,Diesel,Automatic,1st Owner,2021
4642,MarutiSuzuki,Swift VXI,675000.0,13000,Petrol,Manual,1st Owner,2022
4643,Hyundai,Getz GLS,110000.00000000001,40000,Petrol,Manual,2nd Owner,2005
4644,Hyundai,Creta SX Opt,1550000.0,20000,Petrol,Automatic,1st Owner,2021
4645,Kia,Seltos GTX Plus,1651000.0000000002,16000,Petrol,Automatic,1st Owner,2021
4646,Hyundai,Grand i10 CRDi,370000.0,60000,Diesel,Manual,2nd Owner,2014
4647,MarutiSuzuki,Swift Dzire ZDi,250000.0,120000,Diesel,Manual,3rd Owner,2010
4648,BMW,X1 sDrive20d,740000.0,120000,Diesel,Automatic,2nd Owner,2012
4649,Skoda,Fabia 1.2L Diesel,210000.0,70000,Diesel,Manual,2nd Owner,2012
4650,Datsun,RediGO T Option,180000.0,40000,Petrol,Manual,1st Owner,2017
4651,MarutiSuzuki,Swift Dzire VXi,300000.0,120000,Petrol,Manual,2nd Owner,2010
4652,Tata,Hexa XTA,1051000.0,90000,Diesel,Automatic,1st Owner,2017
4653,Nissan,Micra Diesel XV,195000.0,90000,Diesel,Manual,1st Owner,2011
4654,Hyundai,Santro Xing XG,100000.0,110000,Petrol,Automatic,3rd Owner,2006
4655,Tata,Zest Revotron 1.2T,280000.0,110000,Petrol,Manual,2nd Owner,2015
4656,MarutiSuzuki,Eeco 5 Seater,225000.0,89511,Petrol,Manual,1st Owner,2011
4657,Hyundai,Accent Executive CNG,150000.0,120000,Cng,Manual,2nd Owner,2012
4658,Skoda,Rapid 1.5 TDI,600000.0,70000,Diesel,Automatic,2nd Owner,2016
4659,Skoda,Rapid 1.6 MPI,390000.0,90000,Petrol,Automatic,2nd Owner,2014
4660,Honda,Brio EX MT,300000.0,50000,Petrol,Manual,1st Owner,2013
4661,MarutiSuzuki,Ritz LXI,160000.0,132000,Petrol,Manual,2nd Owner,2011
4662,MarutiSuzuki,SX4 Vxi BSIII,175000.0,80000,Petrol,Manual,3rd Owner,2008
4663,Mahindra,Bolero Neo N10,1019999.9999999999,30000,Diesel,Manual,1st Owner,2021
4664,MarutiSuzuki,Swift RS VDI,400000.0,100000,Diesel,Manual,1st Owner,2014
4665,Hyundai,Grand i10 1.2,535000.0,15000,Petrol,Manual,1st Owner,2019
4666,Hyundai,Santro Xing GL,220000.00000000003,120000,Petrol,Manual,2nd Owner,2015
4667,MarutiSuzuki,Ertiga VDI,400000.0,120000,Diesel,Manual,3rd Owner,2013
4668,Tata,Nano Lx,35000.0,50000,Petrol,Manual,2nd Owner,2011
4669,Honda,Amaze SX i-VTEC,440000.00000000006,70000,Petrol,Manual,2nd Owner,2014
4670,MarutiSuzuki,Alto 800 LXI,260000.0,35000,Petrol,Manual,1st Owner,2016
4671,Nissan,Terrano XL Plus,500000.0,70000,Diesel,Manual,1st Owner,2015
4672,Skoda,Superb 1.8 TSI,250000.0,80000,Petrol,Automatic,1st Owner,2009
4673,Hyundai,Creta 1.6 CRDi,900000.0,120000,Diesel,Manual,1st Owner,2016
4674,Hyundai,Verna CRDi,190000.0,100000,Diesel,Manual,2nd Owner,2008
4675,Mahindra,Renault Logan 1.4,100000.0,90000,Petrol,Manual,3rd Owner,2008
4676,Honda,Accord 2.4 A/T,509999.99999999994,100000,Petrol,Automatic,1st Owner,2012
4677,Volkswagen,Vento Diesel Comfortline,190000.0,110000,Diesel,Manual,3rd Owner,2011
4678,MarutiSuzuki,Baleno LXI -,130000.0,90000,Petrol,Manual,2nd Owner,2006
4679,BMW,X1 sDrive 20d,2100000.0,50000,Diesel,Automatic,3rd Owner,2016
4680,Hyundai,Grand i10 Magna,355000.0,90000,Petrol,Manual,2nd Owner,2017
4681,MarutiSuzuki,Baleno LXI,130000.0,90000,Petrol,Manual,2nd Owner,2006
4682,Hyundai,Verna 1.6 SX,549000.0,88777,Diesel,Automatic,2nd Owner,2015
4683,Hyundai,EON Sportz,183000.0,65239,Petrol,Manual,2nd Owner,2012
4684,Chevrolet,Beat Diesel LS,152000.0,88741,Diesel,Manual,2nd Owner,2014
4685,MarutiSuzuki,Eeco 5 Seater,315000.0,58017,Petrol,Manual,1st Owner,2016
4686,MarutiSuzuki,Ciaz VDi Plus,513999.99999999994,70076,Diesel,Manual,3rd Owner,2016
4687,MarutiSuzuki,Alto K10 VXI,336000.0,55202,Petrol,Manual,1st Owner,2018
4688,Hyundai,Verna 1.6 CRDi,344000.0,99681,Diesel,Manual,2nd Owner,2012
4689,Renault,Duster 110PS Diesel,396000.0,88189,Diesel,Manual,2nd Owner,2013
4690,Tata,Indica Quadrajet LS,84602.0,273257,Diesel,Manual,4th Owner,2011
4691,Honda,City i VTEC,509000.0,104062,Petrol,Manual,2nd Owner,2014
4692,Mahindra,XUV500 W8 2WD,581000.0,103448,Diesel,Manual,2nd Owner,2014
4693,Chevrolet,Spark 1.0 LS,134000.0,73672,Petrol,Manual,2nd Owner,2013
4694,MarutiSuzuki,Eeco 5 Seater,315000.0,93009,Petrol,Manual,1st Owner,2017
4695,Renault,Kiger RXT,749000.0,13244,Petrol,Manual,1st Owner,2021
4696,MarutiSuzuki,Swift Dzire VDi,233000.0,128999,Diesel,Manual,2nd Owner,2010
4697,Hyundai,i10 Magna 1.1,165000.0,75722,Petrol,Manual,3rd Owner,2010
4698,Honda,Jazz VX CVT,623000.0,94834,Petrol,Automatic,1st Owner,2018
4699,Mahindra,XUV500 AT W10,991000.0,93453,Diesel,Automatic,2nd Owner,2017
4700,Honda,City i-VTEC VX,921000.0000000001,26352,Petrol,Manual,1st Owner,2018
4701,Volkswagen,Vento 1.5 TDI,492000.0,80746,Diesel,Automatic,3rd Owner,2016
4702,Nissan,Magnite XL,527000.0,5973,Petrol,Manual,1st Owner,2021
4703,Volkswagen,Vento Diesel Highline,227000.0,118137,Diesel,Manual,3rd Owner,2011
4704,Toyota,Etios G,268000.0,85560,Petrol,Manual,1st Owner,2011
4705,Ford,Figo 1.5P Titanium,411000.00000000006,69693,Petrol,Automatic,2nd Owner,2016
4706,Hyundai,Creta 1.6 CRDi,814000.0,91879,Diesel,Manual,2nd Owner,2016
4707,Hyundai,i20 Sportz Petrol,202000.0,125403,Petrol,Manual,3rd Owner,2010
4708,Honda,City i VTEC,638000.0,71434,Petrol,Manual,1st Owner,2016
4709,Tata,Tiago 1.2 Revotron,352000.0,52328,Petrol,Manual,2nd Owner,2016
4710,Honda,Amaze S i-Dtech,371000.0,65027,Diesel,Manual,2nd Owner,2014
4711,Tata,Altroz XE Diesel,707000.0,4553,Diesel,Manual,1st Owner,2022
4712,Hyundai,Grand i10 Sportz,385000.0,50185,Petrol,Manual,1st Owner,2015
